INDICATOR_SEQ,PARENT_SEQ,AGENCY_NAME,INDICATOR_NAME,DESCRIPTION,CATEGORY,FREQUENCY,DESIRED_CHANGE,INDICATOR_UNIT,DECIMAL_PLACES,PERIOD_YEAR,PERIOD_MONTH,YTD_TARGET,YTD_ACTUAL,MONTHLY_TARGET,MONTHLY_ACTUAL
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,5,90.7,67.6,90.7,61.2
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,6,90.7,69.1,90.7,71.5
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,7,90.7,69.9,90.7,73.9
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,8,90.7,70.6,90.7,75.5
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,9,90.7,70.7,90.7,72.1
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,10,90.7,71.3,90.7,76.1
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,11,90.7,71.4,90.7,72.6
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2014,12,90.7,71.9,90.7,76.8
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,1,75,69.1,75,69.1
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,2,75,69.1,75,69.2
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,3,75,69.9,75,71.3
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,4,75,71.8,75,71.6
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,5,75,69.7,75,66.8
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,6,75,70.1,75,72.1
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,7,75,69.9,75,68.6
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,8,75,70.1,75,71.6
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,9,75,69.5,75,65
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,10,75,68.9,75,63.9
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,11,75,69.1,75,71
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2015,12,75,69.1,75,68.5
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,1,75,68.9,75,68.9
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,2,75,68.5,75,68.1
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,3,75,69,75,69.9
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,4,75,69.3,75,70
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,5,75,69.5,75,70.6
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,6,75,68.9,75,66
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,7,75,68.6,75,66.3
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,8,75,68.8,75,70.1
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,9,75,68.5,75,66.2
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,10,75,68,75,63.2
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,11,75,67.71,75,65.27
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2016,12,75,67.23,75,61.98
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,1,75,62.32,75,62.32
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,2,75,63.8,75,65.44
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,3,75,62.54,75,60.23
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,4,75,61.92,75,60.01
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,5,75,60.04,75,53.02
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,6,75,59.91,75,59.34
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,7,75,60.34,75,63.05
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,8,75,59.72,75,55.77
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,9,75,59.4,75,56.66
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,10,75,59.51,75,60.44
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,11,75,59.68,75,61.47
391703,391690,NYC Transit,OTP (Terminal) - E Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2017,12,75,59.1,75,52.4
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2009,6,0,66.6,0,66.6
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2009,7,0,64.4,0,62.3
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2009,8,0,68.2,0,76
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2009,9,0,70.6,0,78.3
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2009,10,0,72,0,77.1
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2009,11,0,73.9,0,84.2
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2009,12,0,75.2,0,82.7
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,1,84.1,81.7,84.1,81.7
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,2,84.1,81.3,84.1,81
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,3,84.1,82.4,84.1,84.1
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,4,84.1,82.8,84.1,84.2
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,5,84.1,82.1,84.1,79.2
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,6,84.1,81.8,84.1,80
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,7,84.1,81.2,84.1,78.1
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,8,84.1,81.4,84.1,82.3
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,9,84.1,81.5,84.1,82.5
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2010,11,84.1,82.3,84.1,83.7
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,1,84.1,87,84.1,87
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,2,84.1,85.1,84.1,83.1
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,3,84.1,85.1,84.1,84.9
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,4,84.1,85.9,84.1,88.2
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,5,84.1,85.4,84.1,83.4
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,6,84.1,84.9,84.1,83.1
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,7,84.1,83.8,84.1,77
391704,391690,NYC Transit,OTP (Terminal) - F Line,"Subways weekday Terminal OTP evaluates performance based on schedule/service plan in effect, includes all delays.",Service Indicators,M,U,%,1,2011,8,84.1,83.6,84.1,81.9
